cow_id,date,days_in_lactation,body_temp_c,activity_index,rumination_min,milk_yield_l,ambient_temp_c,humidity_pct,thi,health_status,alert_flag
COW_25,2025-07-08,244,38.51,58.6,526.4,22.36,26.2,54.6,23.3,Healthy,0
COW_26,2025-07-08,124,38.73,50.9,488.2,21.27,30.4,57.0,26.6,Healthy,0
COW_27,2025-07-08,62,38.42,62.9,536.4,30.97,27.2,63.3,24.6,Healthy,0
COW_28,2025-07-08,218,38.68,49.4,477.3,21.3,28.5,71.1,26.3,Healthy,0
COW_29,2025-07-08,128,38.9,59.7,488.5,27.01,25.7,68.7,23.8,Healthy,0
COW_30,2025-07-08,211,38.86,57.8,479.1,26.95,26.3,76.1,24.8,Healthy,0
COW_01,2025-07-09,64,38.37,57.7,389.3,32.46,25.5,60.8,23.2,Healthy,0
COW_02,2025-07-09,232,38.31,51.0,496.7,30.92,26.2,59.9,23.6,Healthy,0
COW_03,2025-07-09,89,38.66,49.8,498.6,29.44,26.7,64.2,24.3,Healthy,0
COW_04,2025-07-09,86,38.88,61.5,510.9,26.58,26.8,58.6,24.0,Healthy,0
COW_05,2025-07-09,147,38.59,41.3,487.2,20.7,26.9,60.4,24.2,Healthy,0
COW_06,2025-07-09,226,38.35,62.3,468.5,24.08,25.4,66.3,23.4,Healthy,0
COW_07,2025-07-09,251,38.79,66.9,572.4,33.89,26.4,71.2,24.6,Healthy,0
COW_08,2025-07-09,214,38.41,45.5,514.9,33.53,27.1,60.7,24.4,Healthy,0
COW_09,2025-07-09,218,38.6,60.0,498.4,34.52,24.9,59.3,22.6,Healthy,0
COW_10,2025-07-09,279,38.56,58.8,474.4,29.54,28.7,58.9,25.5,Healthy,0
COW_11,2025-07-09,177,38.79,39.1,479.7,34.69,26.4,54.4,23.4,Healthy,0
COW_12,2025-07-09,78,38.62,52.8,462.6,20.42,26.6,57.3,23.7,Healthy,0
COW_13,2025-07-09,167,38.44,57.8,425.5,26.31,28.6,68.4,26.2,Healthy,0
COW_14,2025-07-09,148,38.64,50.1,440.5,33.37,25.3,72.1,23.7,Healthy,0
COW_15,2025-07-09,216,38.88,62.0,537.8,26.36,26.7,57.6,23.9,Healthy,0
COW_16,2025-07-09,111,38.6,68.3,455.2,33.74,28.9,58.0,25.5,Healthy,0
COW_17,2025-07-09,87,38.59,61.9,483.8,26.01,26.4,61.5,23.9,Healthy,0
COW_18,2025-07-09,70,38.5,66.2,466.8,31.79,28.1,60.5,25.2,Healthy,0
COW_19,2025-07-09,94,38.65,54.0,457.6,31.82,29.0,74.8,27.0,Healthy,0
COW_20,2025-07-09,265,38.91,40.3,448.9,33.83,24.8,62.0,22.6,Healthy,0
COW_21,2025-07-09,125,38.68,51.7,466.6,25.79,25.7,74.2,24.1,Healthy,0
COW_22,2025-07-09,244,38.75,43.7,489.9,20.87,24.6,63.9,22.6,Healthy,0
COW_23,2025-07-09,58,38.33,64.6,506.4,34.23,26.9,50.2,23.5,Healthy,0
COW_24,2025-07-09,188,39.04,63.4,483.3,25.8,25.2,60.5,22.9,Healthy,0
COW_25,2025-07-09,245,38.5,49.6,481.8,22.41,26.4,80.9,25.2,Healthy,0
COW_26,2025-07-09,125,38.82,47.8,507.7,24.24,25.9,62.4,23.5,Healthy,0
COW_27,2025-07-09,63,38.56,56.5,589.3,33.96,27.5,66.6,25.1,Healthy,0
COW_28,2025-07-09,219,38.69,52.4,506.9,20.19,27.0,72.2,25.1,Healthy,0
COW_29,2025-07-09,129,38.86,56.2,446.7,26.6,25.6,74.0,24.0,Healthy,0
COW_30,2025-07-09,212,38.85,58.5,489.3,32.84,27.1,73.8,25.3,Healthy,0
COW_01,2025-07-10,65,38.36,60.5,395.1,30.5,30.1,54.7,26.2,Healthy,0
COW_02,2025-07-10,233,38.54,52.2,512.1,26.48,27.7,56.7,24.6,Healthy,0
COW_03,2025-07-10,90,38.7,56.6,469.7,27.83,28.6,61.7,25.6,Healthy,0
COW_04,2025-07-10,87,38.73,61.4,493.1,20.96,30.4,67.6,27.5,Healthy,0
COW_05,2025-07-10,148,38.17,46.8,481.6,17.64,27.1,60.3,24.4,Healthy,0
COW_06,2025-07-10,227,38.66,70.7,461.0,22.79,26.0,68.7,24.0,Healthy,0
COW_07,2025-07-10,252,38.8,60.2,527.3,35.27,25.7,61.7,23.3,Healthy,0
COW_08,2025-07-10,215,38.33,51.2,532.5,35.6,24.6,67.4,22.8,Healthy,0
COW_09,2025-07-10,219,38.64,60.3,472.2,34.53,25.8,62.1,23.5,Healthy,0
COW_10,2025-07-10,280,38.58,56.5,466.4,28.68,24.4,72.4,22.9,Healthy,0
COW_11,2025-07-10,178,38.67,45.4,454.6,30.08,27.2,68.2,25.0,Healthy,0
COW_12,2025-07-10,79,38.72,42.1,463.1,20.09,26.3,78.5,24.9,Healthy,0
COW_13,2025-07-10,168,38.48,57.7,427.8,26.42,27.0,60.0,24.3,Healthy,0
COW_14,2025-07-10,149,38.53,57.7,448.5,32.57,26.3,44.0,22.6,Healthy,0
COW_15,2025-07-10,217,38.82,62.4,499.3,25.8,25.7,67.3,23.7,Healthy,0
COW_16,2025-07-10,112,38.64,62.2,447.6,32.54,21.8,84.3,21.2,Healthy,0
COW_17,2025-07-10,88,38.75,59.6,517.6,27.3,26.5,53.4,23.4,Healthy,0
COW_18,2025-07-10,71,38.52,69.4,460.5,28.05,28.4,61.6,25.5,Healthy,0
COW_19,2025-07-10,95,38.78,55.4,478.1,35.79,26.9,56.9,24.0,Healthy,0
COW_20,2025-07-10,266,38.89,38.0,473.0,35.95,27.8,63.5,25.1,Healthy,0
COW_21,2025-07-10,126,38.62,54.5,483.8,20.88,26.9,56.3,23.9,Healthy,0
COW_22,2025-07-10,245,38.62,47.2,482.1,18.18,24.6,81.4,23.6,Healthy,0
COW_23,2025-07-10,59,38.64,51.6,506.6,32.85,27.3,58.8,24.4,Healthy,0
COW_24,2025-07-10,189,38.86,66.5,434.9,25.01,26.7,61.4,24.1,Healthy,0
COW_25,2025-07-10,246,38.46,53.7,484.4,23.07,28.8,68.4,26.3,Healthy,0
COW_26,2025-07-10,126,38.81,52.6,479.5,26.58,25.8,64.9,23.6,Healthy,0
COW_27,2025-07-10,64,38.63,62.7,567.7,34.82,24.2,50.7,21.6,Healthy,0
COW_28,2025-07-10,220,38.57,43.6,487.1,17.16,28.2,57.3,24.9,Healthy,0
COW_29,2025-07-10,130,38.75,67.6,436.4,26.66,29.1,57.9,25.7,Healthy,0
COW_30,2025-07-10,213,38.83,57.7,487.4,28.35,26.6,72.1,24.7,Healthy,0
COW_01,2025-07-11,66,38.33,70.2,465.0,30.95,26.1,67.7,24.0,Healthy,0
COW_02,2025-07-11,234,38.51,41.3,512.0,27.8,24.7,70.7,23.1,Healthy,0
COW_03,2025-07-11,91,38.54,55.7,491.7,27.09,27.0,70.9,25.0,Healthy,0
COW_04,2025-07-11,88,38.62,63.7,499.4,22.13,27.5,54.7,24.3,Healthy,0
COW_05,2025-07-11,149,38.34,46.6,463.2,20.73,24.6,59.7,22.3,Healthy,0
COW_06,2025-07-11,228,38.58,70.0,464.4,24.72,26.8,71.3,24.9,Healthy,0
COW_07,2025-07-11,253,38.73,67.8,524.3,31.69,23.8,54.9,21.5,Healthy,0
COW_08,2025-07-11,216,38.55,74.3,461.7,34.16,29.4,80.4,27.8,Estrus,0
COW_09,2025-07-11,220,38.44,49.7,480.3,36.13,24.9,64.1,22.8,Healthy,0
COW_10,2025-07-11,281,38.5,59.1,490.3,28.0,25.4,70.7,23.7,Healthy,0
COW_11,2025-07-11,179,38.93,45.0,442.9,32.05,26.7,72.1,24.8,Healthy,0
COW_12,2025-07-11,80,38.51,51.3,449.2,21.4,26.0,52.4,23.0,Healthy,0
COW_13,2025-07-11,169,38.43,48.8,423.7,28.57,25.6,85.2,24.7,Healthy,0
COW_14,2025-07-11,150,38.59,51.4,466.9,31.31,28.4,71.6,26.2,Healthy,0
COW_15,2025-07-11,218,38.91,56.5,538.3,25.59,28.4,62.5,25.6,Healthy,0
COW_16,2025-07-11,113,38.67,63.4,479.3,31.54,26.9,61.1,24.2,Healthy,0
COW_17,2025-07-11,89,38.62,57.0,522.8,27.38,26.4,66.4,24.2,Healthy,0
COW_18,2025-07-11,72,38.42,69.3,473.7,26.25,26.6,71.9,24.7,Healthy,0
COW_19,2025-07-11,96,38.76,66.7,504.7,36.4,24.7,77.4,23.4,Healthy,0
COW_20,2025-07-11,267,38.82,42.9,444.3,36.86,25.3,72.3,23.6,Healthy,0
COW_21,2025-07-11,127,38.57,61.2,488.2,20.61,27.9,64.9,25.3,Healthy,0
COW_22,2025-07-11,246,38.47,51.0,471.1,21.19,27.6,58.4,24.6,Healthy,0
COW_23,2025-07-11,60,38.66,48.5,532.1,36.54,29.1,75.2,27.1,Healthy,0
COW_24,2025-07-11,190,38.98,66.7,466.6,24.96,28.5,54.1,24.9,Healthy,0
COW_25,2025-07-11,247,38.64,51.0,488.6,23.09,28.9,51.7,25.1,Healthy,0
COW_26,2025-07-11,127,38.72,42.3,483.9,22.1,26.0,57.2,23.3,Healthy,0
COW_27,2025-07-11,65,38.52,58.8,569.8,33.75,27.5,55.0,24.3,Healthy,0
COW_28,2025-07-11,221,38.62,46.1,488.5,19.25,26.6,64.5,24.2,Healthy,0
COW_29,2025-07-11,131,38.78,56.9,458.0,26.82,24.7,64.1,22.7,Healthy,0
COW_30,2025-07-11,214,38.81,59.0,497.8,28.27,28.3,65.6,25.7,Healthy,0
COW_01,2025-07-12,67,38.62,56.1,417.8,33.87,27.0,62.0,24.4,Healthy,0
COW_02,2025-07-12,235,38.51,45.4,527.1,28.35,26.4,67.2,24.3,Healthy,0
COW_03,2025-07-12,92,38.72,56.7,463.7,29.89,25.9,61.1,23.5,Healthy,0
COW_04,2025-07-12,89,38.73,68.7,508.0,21.95,25.6,61.7,23.3,Healthy,0
COW_05,2025-07-12,150,38.59,49.2,484.7,17.75,25.6,65.6,23.5,Healthy,0
COW_06,2025-07-12,229,38.65,62.8,435.3,25.81,26.8,51.3,23.5,Healthy,0
COW_07,2025-07-12,254,38.59,62.1,515.5,33.4,25.2,61.5,23.0,Healthy,0
COW_08,2025-07-12,217,38.39,52.2,535.7,32.84,27.1,64.1,24.6,Healthy,0
COW_09,2025-07-12,221,38.69,50.3,489.6,37.54,25.8,60.4,23.3,Healthy,0
COW_10,2025-07-12,282,38.54,53.9,481.6,29.2,28.9,70.7,26.6,Healthy,0
COW_11,2025-07-12,180,38.98,39.5,437.9,29.92,24.8,71.0,23.2,Healthy,0
COW_12,2025-07-12,81,38.49,61.2,452.2,21.46,26.0,59.7,23.4,Healthy,0
COW_13,2025-07-12,170,38.61,63.5,441.0,30.5,25.2,44.5,21.9,Healthy,0
COW_14,2025-07-12,151,38.73,51.9,469.7,31.93,27.5,58.8,24.5,Healthy,0
COW_15,2025-07-12,219,38.92,47.7,520.7,28.59,28.1,52.3,24.5,Healthy,0
COW_16,2025-07-12,114,38.78,65.9,452.6,33.87,27.3,64.6,24.8,Healthy,0
COW_17,2025-07-12,90,38.63,47.2,514.5,27.67,24.8,48.3,21.9,Healthy,0
COW_18,2025-07-12,73,38.57,80.7,490.7,31.38,30.6,71.1,28.0,Healthy,0
COW_19,2025-07-12,97,38.6,54.1,504.7,35.54,26.6,53.5,23.5,Healthy,0
COW_20,2025-07-12,268,38.86,47.6,446.4,35.03,27.0,74.4,25.2,Healthy,0
COW_21,2025-07-12,128,38.55,60.3,481.9,21.08,29.2,64.9,26.3,Healthy,0
COW_22,2025-07-12,247,38.74,44.2,492.0,21.07,27.4,77.6,25.8,Healthy,0
COW_23,2025-07-12,61,38.56,60.3,497.0,30.85,28.6,74.0,26.6,Healthy,0
COW_24,2025-07-12,191,38.76,57.5,449.2,27.26,25.5,61.2,23.1,Healthy,0
COW_25,2025-07-12,248,38.44,58.4,435.1,22.47,28.0,60.4,25.0,Healthy,0
COW_26,2025-07-12,128,38.91,44.9,483.6,22.96,27.9,66.7,25.4,Healthy,0
COW_27,2025-07-12,66,38.53,53.1,566.9,30.9,26.9,53.2,23.7,Healthy,0
COW_28,2025-07-12,222,38.62,43.3,504.1,16.61,26.1,61.2,23.6,Healthy,0
COW_29,2025-07-12,132,38.84,57.9,453.3,28.0,27.5,56.7,24.4,Healthy,0
COW_30,2025-07-12,215,38.87,49.0,481.6,30.07,29.0,69.5,26.6,Healthy,0
COW_01,2025-07-13,68,38.43,54.1,417.9,32.3,26.4,60.6,23.8,Healthy,0
COW_02,2025-07-13,236,38.43,50.8,497.3,28.39,28.1,56.7,24.9,Healthy,0
COW_03,2025-07-13,93,38.77,60.9,511.7,31.36,25.9,67.8,23.9,Healthy,0
COW_04,2025-07-13,90,38.66,57.3,514.8,19.91,27.4,62.0,24.7,Healthy,0
COW_05,2025-07-13,151,38.4,43.1,482.8,18.84,23.9,60.9,21.9,Healthy,0
COW_06,2025-07-13,230,38.49,70.7,458.2,22.73,28.2,56.6,24.9,Healthy,0
COW_07,2025-07-13,255,38.85,66.1,533.6,33.77,25.4,67.6,23.5,Healthy,0
COW_08,2025-07-13,218,38.53,48.4,539.1,34.44,25.8,73.8,24.2,Healthy,0
COW_09,2025-07-13,222,38.7,55.3,509.2,36.64,25.6,68.8,23.7,Healthy,0
COW_10,2025-07-13,283,38.41,62.6,496.9,28.22,27.3,67.9,25.0,Healthy,0
COW_11,2025-07-13,181,38.93,52.1,465.3,31.37,27.9,68.8,25.6,Healthy,0
COW_12,2025-07-13,82,38.75,53.8,444.5,22.43,25.0,60.2,22.7,Healthy,0
COW_13,2025-07-13,171,38.48,59.7,431.3,28.14,28.1,68.1,25.7,Healthy,0
COW_14,2025-07-13,152,38.44,46.6,454.6,32.9,26.7,50.5,23.3,Healthy,0
COW_15,2025-07-13,220,38.85,48.9,528.2,29.4,28.0,60.7,25.1,Healthy,0
COW_16,2025-07-13,115,38.72,79.1,455.1,32.24,26.3,75.5,24.7,Healthy,0
COW_17,2025-07-13,91,38.53,61.8,528.6,28.23,29.0,64.7,26.2,Healthy,0
COW_18,2025-07-13,74,38.54,74.4,463.6,29.37,25.1,68.2,23.3,Healthy,0
COW_19,2025-07-13,98,38.7,55.0,514.9,36.12,25.9,55.3,23.1,Healthy,0
COW_20,2025-07-13,269,39.06,42.5,490.8,35.61,27.7,57.5,24.6,Healthy,0
COW_21,2025-07-13,129,38.6,54.6,502.1,22.04,23.8,59.6,21.7,Healthy,0
COW_22,2025-07-13,248,38.57,52.5,475.9,22.61,26.8,56.5,23.9,Healthy,0
COW_23,2025-07-13,62,38.57,48.3,489.6,30.45,27.5,52.2,24.1,Healthy,0
COW_24,2025-07-13,192,38.88,66.4,441.9,24.65,24.1,60.4,22.0,Healthy,0
COW_25,2025-07-13,249,38.49,48.9,467.0,20.99,25.1,59.1,22.7,Healthy,0
COW_26,2025-07-13,129,38.83,41.6,479.9,21.63,28.1,69.2,25.8,Healthy,0
COW_27,2025-07-13,67,38.49,64.3,564.5,31.25,25.1,53.0,22.3,Healthy,0
COW_28,2025-07-13,223,38.71,39.9,480.4,19.62,27.7,67.7,25.3,Healthy,0
COW_29,2025-07-13,133,38.66,54.2,476.5,26.87,27.3,62.4,24.6,Healthy,0
COW_30,2025-07-13,216,39.0,53.0,485.3,31.34,24.8,72.7,23.2,Healthy,0
COW_01,2025-07-14,69,38.49,66.1,423.8,33.23,25.9,65.0,23.7,Healthy,0
COW_02,2025-07-14,237,38.25,56.5,543.6,28.4,22.9,62.5,21.1,Healthy,0
COW_03,2025-07-14,94,38.76,54.1,486.7,30.63,25.7,59.2,23.2,Healthy,0
COW_04,2025-07-14,91,38.73,53.5,521.0,24.38,27.2,52.9,23.9,Healthy,0
COW_05,2025-07-14,152,38.49,36.7,480.4,17.93,25.9,61.9,23.5,Healthy,0
COW_06,2025-07-14,231,38.48,67.9,468.2,24.24,27.1,66.6,24.8,Healthy,0
COW_07,2025-07-14,256,38.78,58.3,533.9,31.41,26.1,71.1,24.2,Healthy,0
COW_08,2025-07-14,219,38.54,50.9,511.2,32.76,24.9,60.0,22.6,Healthy,0
COW_09,2025-07-14,223,38.61,61.9,484.4,36.06,25.7,70.6,23.9,Healthy,0
COW_10,2025-07-14,284,38.52,57.1,455.7,27.64,26.1,69.5,24.1,Healthy,0
COW_11,2025-07-14,182,38.9,54.0,461.1,30.6,24.5,70.6,22.9,Healthy,0
COW_12,2025-07-14,83,38.58,54.8,455.0,23.92,26.3,46.0,22.8,Healthy,0
COW_13,2025-07-14,172,38.6,52.3,412.6,30.14,25.9,60.0,23.4,Healthy,0
COW_14,2025-07-14,153,38.39,59.1,468.1,32.56,25.8,73.2,24.1,Healthy,0
COW_15,2025-07-14,221,38.94,61.1,496.0,29.15,27.2,62.9,24.6,Healthy,0
COW_16,2025-07-14,116,38.55,65.0,427.3,30.28,25.0,64.6,22.9,Healthy,0
COW_17,2025-07-14,92,38.64,52.3,495.8,26.68,22.7,75.3,21.6,Healthy,0
COW_18,2025-07-14,75,38.46,66.1,478.2,29.0,22.9,53.4,20.7,Healthy,0
COW_19,2025-07-14,99,38.67,51.1,490.2,36.42,26.0,51.4,22.9,Healthy,0
COW_20,2025-07-14,270,38.94,30.6,446.4,36.75,23.8,68.4,22.2,Healthy,0
COW_21,2025-07-14,130,38.74,60.8,480.6,24.89,26.9,62.9,24.4,Healthy,0
COW_22,2025-07-14,249,38.61,43.9,472.3,22.0,26.0,64.4,23.7,Healthy,0
COW_23,2025-07-14,63,38.6,50.3,477.0,33.54,25.3,71.7,23.6,Healthy,0
COW_24,2025-07-14,193,39.02,64.0,438.0,27.31,24.9,76.4,23.5,Healthy,0
COW_25,2025-07-14,250,38.51,52.9,502.9,21.14,26.3,60.4,23.7,Healthy,0
COW_26,2025-07-14,130,38.75,46.0,484.6,22.22,26.5,62.7,24.0,Healthy,0
COW_27,2025-07-14,68,38.36,60.4,569.5,34.38,26.7,64.9,24.3,Healthy,0
COW_28,2025-07-14,224,38.55,44.7,501.2,17.97,25.7,64.9,23.5,Healthy,0
COW_29,2025-07-14,134,38.7,63.5,460.0,26.73,23.4,60.4,21.5,Healthy,0
COW_30,2025-07-14,217,38.96,60.4,482.3,28.03,28.4,70.1,26.1,Healthy,0
COW_01,2025-07-15,70,38.37,62.6,420.0,35.84,27.8,68.1,25.5,Healthy,0
COW_02,2025-07-15,238,38.46,47.5,488.6,29.88,26.2,53.0,23.2,Healthy,0
COW_03,2025-07-15,95,38.64,56.7,484.8,29.9,26.4,62.0,23.9,Healthy,0
COW_04,2025-07-15,92,38.77,61.2,476.9,22.48,26.0,69.4,24.0,Healthy,0
COW_05,2025-07-15,153,38.54,46.1,463.6,20.17,24.3,60.4,22.1,Healthy,0
COW_06,2025-07-15,232,38.61,65.5,463.3,23.66,25.8,71.2,24.0,Healthy,0
COW_07,2025-07-15,257,38.69,71.9,520.1,34.78,25.4,64.2,23.2,Healthy,0
COW_08,2025-07-15,220,38.56,52.2,518.8,36.48,27.5,66.9,25.1,Healthy,0
COW_09,2025-07-15,224,38.48,61.9,499.7,34.02,27.2,82.9,26.0,Healthy,0
COW_10,2025-07-15,285,38.39,63.4,515.0,27.25,25.3,67.5,23.4,Healthy,0
COW_11,2025-07-15,183,39.02,46.4,479.0,28.1,25.3,64.7,23.2,Healthy,0
COW_12,2025-07-15,84,38.61,54.9,451.8,21.15,25.4,64.6,23.3,Healthy,0
COW_13,2025-07-15,173,38.46,53.7,418.4,25.8,23.2,63.4,21.4,Healthy,0
COW_14,2025-07-15,154,38.65,53.0,470.9,33.04,25.5,64.9,23.4,Healthy,0
COW_15,2025-07-15,222,38.72,59.0,502.6,27.97,25.4,70.7,23.6,Healthy,0
COW_16,2025-07-15,117,38.79,69.1,436.7,30.97,27.5,74.0,25.6,Healthy,0
COW_17,2025-07-15,93,38.48,50.6,485.8,27.39,28.1,81.8,26.7,Healthy,0
COW_18,2025-07-15,76,38.41,65.1,478.2,29.53,27.0,71.0,25.0,Healthy,0
COW_19,2025-07-15,100,38.57,59.5,491.8,36.08,25.7,64.0,23.5,Healthy,0
COW_20,2025-07-15,271,38.99,39.8,448.7,35.34,24.0,64.2,22.1,Healthy,0
COW_21,2025-07-15,131,38.59,58.3,471.9,22.84,25.9,51.5,22.9,Healthy,0
COW_22,2025-07-15,250,38.58,43.4,479.6,21.68,24.5,86.3,23.7,Healthy,0
COW_23,2025-07-15,64,38.44,50.7,462.6,29.9,28.1,81.7,26.8,Healthy,0
COW_24,2025-07-15,194,39.04,63.8,426.6,28.89,26.0,62.4,23.6,Healthy,0
COW_25,2025-07-15,251,38.47,45.8,451.3,19.92,25.7,73.6,24.1,Healthy,0
COW_26,2025-07-15,131,39.04,55.1,516.7,24.56,24.8,69.8,23.1,Healthy,0
COW_27,2025-07-15,69,38.5,54.4,554.5,31.73,24.2,65.7,22.3,Healthy,0
COW_28,2025-07-15,225,38.63,60.7,481.7,20.44,24.3,69.2,22.6,Healthy,0
COW_29,2025-07-15,135,38.89,55.4,480.5,22.96,24.6,63.6,22.6,Healthy,0
COW_30,2025-07-15,218,38.92,57.0,487.8,29.76,26.0,70.9,24.2,Healthy,0
COW_01,2025-07-16,71,38.37,55.4,439.3,33.1,25.8,51.0,22.8,Healthy,0
COW_02,2025-07-16,239,38.56,58.7,507.9,28.51,24.9,69.9,23.1,Healthy,0
COW_03,2025-07-16,96,39.76,49.1,466.2,21.05,24.3,51.8,21.7,Mastitis,1
COW_04,2025-07-16,93,38.71,60.6,523.1,24.35,20.8,62.5,19.5,Healthy,0
COW_05,2025-07-16,154,38.43,41.1,496.7,18.0,24.1,59.7,22.0,Healthy,0
COW_06,2025-07-16,233,38.62,67.0,450.2,23.6,25.0,66.5,23.1,Healthy,0
COW_07,2025-07-16,258,38.71,63.4,546.1,36.53,25.1,71.5,23.4,Healthy,0
COW_08,2025-07-16,221,38.4,55.2,520.3,34.52,24.6,57.9,22.2,Healthy,0
COW_09,2025-07-16,225,38.68,64.0,494.0,33.51,22.3,67.0,20.9,Healthy,0
COW_10,2025-07-16,286,38.73,55.1,487.2,25.93,24.3,64.6,22.4,Healthy,0
COW_11,2025-07-16,184,38.82,58.5,458.4,30.44,25.1,49.0,22.1,Healthy,0
COW_12,2025-07-16,85,38.64,52.0,436.9,25.32,24.0,65.8,22.2,Healthy,0
COW_13,2025-07-16,174,38.46,62.5,433.5,28.12,24.0,64.0,22.1,Healthy,0
COW_14,2025-07-16,155,38.58,50.3,455.6,34.19,23.5,71.4,22.1,Healthy,0
COW_15,2025-07-16,223,38.78,50.9,522.1,29.74,28.5,52.9,24.9,Healthy,0
COW_16,2025-07-16,118,38.61,64.2,467.2,30.57,25.7,83.2,24.6,Healthy,0
COW_17,2025-07-16,94,38.38,52.8,488.0,29.18,25.5,59.9,23.1,Healthy,0
COW_18,2025-07-16,77,38.63,72.6,475.1,30.85,26.5,68.0,24.3,Healthy,0
COW_19,2025-07-16,101,38.49,55.3,512.4,34.84,24.5,53.9,22.0,Healthy,0
COW_20,2025-07-16,272,38.91,40.8,488.3,34.97,27.2,56.7,24.1,Healthy,0
COW_21,2025-07-16,132,38.59,55.1,499.8,20.06,24.5,61.1,22.4,Healthy,0
COW_22,2025-07-16,251,38.44,40.9,477.5,24.53,23.1,68.4,21.6,Healthy,0
COW_23,2025-07-16,65,38.58,50.4,494.0,34.49,24.3,66.9,22.5,Healthy,0
COW_24,2025-07-16,195,39.0,67.0,468.8,24.46,25.5,55.5,22.8,Healthy,0
COW_25,2025-07-16,252,38.35,51.5,454.3,21.34,26.7,61.4,24.1,Healthy,0
COW_26,2025-07-16,132,38.8,57.0,503.1,23.94,25.3,78.9,24.0,Healthy,0
COW_27,2025-07-16,70,38.52,75.1,540.9,33.53,22.9,61.9,21.2,Healthy,0
COW_28,2025-07-16,226,38.75,44.2,487.1,18.43,23.4,73.3,22.1,Healthy,0
COW_29,2025-07-16,136,38.97,53.1,478.4,28.04,24.0,62.0,22.0,Healthy,0
COW_30,2025-07-16,219,38.81,51.7,488.5,26.89,24.6,60.9,22.4,Healthy,0
COW_01,2025-07-17,72,38.54,63.3,404.8,32.0,25.1,65.4,23.1,Healthy,0
COW_02,2025-07-17,240,38.32,49.2,499.5,31.78,24.4,78.3,23.2,Healthy,0
COW_03,2025-07-17,97,38.65,51.8,494.0,29.9,25.2,68.3,23.3,Healthy,0
COW_04,2025-07-17,94,38.67,50.4,502.4,24.39,23.1,67.7,21.5,Healthy,0
COW_05,2025-07-17,155,38.34,49.1,492.7,21.73,28.1,56.8,24.9,Healthy,0
COW_06,2025-07-17,234,38.78,64.2,468.7,25.1,24.8,83.7,23.9,Healthy,0
COW_07,2025-07-17,259,38.65,66.7,521.9,36.09,28.0,64.0,25.3,Healthy,0
COW_08,2025-07-17,222,38.33,50.5,509.4,38.92,23.1,54.9,20.9,Healthy,0
COW_09,2025-07-17,226,38.52,52.2,491.7,36.92,22.5,61.4,20.8,Healthy,0
COW_10,2025-07-17,287,38.66,69.2,490.9,26.56,28.4,61.6,25.5,Healthy,0
COW_11,2025-07-17,185,38.82,51.5,450.0,29.81,26.7,75.7,25.0,Healthy,0
COW_12,2025-07-17,86,38.43,55.3,437.1,20.12,26.3,68.8,24.2,Healthy,0
COW_13,2025-07-17,175,38.56,60.5,427.7,29.34,24.7,71.3,23.1,Healthy,0
COW_14,2025-07-17,156,38.51,51.1,450.1,34.67,21.5,72.1,20.4,Healthy,0
COW_15,2025-07-17,224,38.88,48.9,535.9,26.83,23.7,60.3,21.7,Healthy,0
COW_16,2025-07-17,119,38.63,62.5,456.5,31.36,22.6,70.6,21.3,Healthy,0
COW_17,2025-07-17,95,38.55,52.2,527.7,28.52,25.7,43.7,22.2,Healthy,0
COW_18,2025-07-17,78,38.65,57.8,467.6,28.75,26.4,77.6,24.9,Healthy,0
COW_19,2025-07-17,102,38.68,55.0,484.7,36.56,22.9,56.7,20.9,Healthy,0
COW_20,2025-07-17,273,38.9,48.3,480.2,35.42,25.5,68.4,23.6,Healthy,0
COW_21,2025-07-17,133,38.7,56.4,511.4,23.82,24.1,66.9,22.3,Healthy,0
COW_22,2025-07-17,252,38.61,45.5,503.7,23.29,24.0,66.6,22.3,Healthy,0
COW_23,2025-07-17,66,38.57,51.6,490.5,33.62,23.2,68.6,21.7,Healthy,0
COW_24,2025-07-17,196,38.97,63.4,453.3,25.23,24.3,58.1,22.1,Healthy,0
COW_25,2025-07-17,253,38.53,61.6,481.7,20.59,24.9,58.4,22.5,Healthy,0
COW_26,2025-07-17,133,38.69,58.0,494.2,21.44,23.6,51.8,21.2,Healthy,0
COW_27,2025-07-17,71,38.5,64.0,554.3,33.43,24.0,53.8,21.6,Healthy,0
COW_28,2025-07-17,227,38.61,35.1,514.4,18.57,24.3,78.1,23.1,Healthy,0
COW_29,2025-07-17,137,38.81,51.5,461.5,28.37,25.5,63.7,23.3,Healthy,0
COW_30,2025-07-17,220,38.94,68.9,458.0,32.92,24.3,67.8,22.6,Healthy,0
COW_01,2025-07-18,73,38.41,60.5,417.7,32.93,26.5,44.5,22.8,Healthy,0
COW_02,2025-07-18,241,38.38,51.4,510.1,27.71,24.6,74.7,23.2,Healthy,0
COW_03,2025-07-18,98,38.74,43.0,479.3,26.12,24.3,65.0,22.4,Healthy,0
COW_04,2025-07-18,95,38.6,55.8,523.2,21.7,25.0,50.0,22.1,Healthy,0
COW_05,2025-07-18,156,38.4,37.7,471.6,18.22,22.7,56.6,20.7,Healthy,0
COW_06,2025-07-18,235,38.52,68.4,450.4,22.97,24.7,71.8,23.1,Healthy,0
COW_07,2025-07-18,260,38.5,60.1,551.8,35.29,24.7,73.1,23.2,Healthy,0
COW_08,2025-07-18,223,38.53,54.9,522.1,35.19,21.5,59.6,20.0,Healthy,0
